Monte Carlo simulation number,Training accuracy,Validation accuracy,Bare class F1,Kelp class F1,Mixed class F1,Red class F1,Bare class precision,Kelp class precision,Mixed class precision,Red class precision,Bare class recall,Kelp class recall,Mixed class recall,Red class recall,Depth MDA,Slope MDA,VRM MDA,Mean Curvature MDA,Northness MDA,Eastness MDA,Flat geomorphon MDA,Ridge geomorphon MDA,Shoulder geomorphon MDA,Slope geomorphon MDA,Footslope geomorphon MDA,Valley geomorphon MDA,Median SST MDA,Standard Deviation of SST MDA,Bare class depth MDA,Bare class slope MDA,Bare class VRM MDA,Bare class curvature MDA,Bare class northness MDA,Bare class eastness MDA,Bare class flat geomorphon MDA,Bare class ridge geomorphon MDA,Bare class shoulder geomorphon MDA,Bare class slope geomorphon MDA,Bare class footslope geomorphon MDA,Bare class valley geomorphon MDA,Bare class median SST MDA,Bare class standard deviation of SST MDA,Kelp class depth MDA,Kelp class slope MDA,Kelp class VRM MDA,Kelp class curvature MDA,Kelp class northness MDA,Kelp class eastness MDA,Kelp class flat geomorphon MDA,Kelp class ridge geomorphon MDA,Kelp class shoulder geomorphon MDA,Kelp class slope geomorphon MDA,Kelp class footslope geomorphon MDA,Kelp class valley geomorphon MDA,Kelp class median SST MDA,Kelp class standard deviation of SST MDA,Mixed class depth MDA,Mixed class slope MDA,Mixed class VRM MDA,Mixed class curvature MDA,Mixed class northness MDA,Mixed class eastness MDA,Mixed class flat geomorphon MDA,Mixed class ridge geomorphon MDA,Mixed class shoulder geomorphon MDA,Mixed class slope geomorphon MDA,Mixed class footslope geomorphon MDA,Mixed class valley geomorphon MDA,Mixed class median SST MDA,Mixed class standard deviation of SST MDA,Red class depth MDA,Red class slope MDA,Red class VRM MDA,Red class curvature MDA,Red class northness MDA,Red class eastness MDA,Red class flat geomorphon MDA,Red class ridge geomorphon MDA,Red class shoulder geomorphon MDA,Red class slope geomorphon MDA,Red class footslope geomorphon MDA,Red class valley geomorphon MDA,Red class median SST MDA,Red class standard deviation of SST MDA
26,0.734463277,0.7,0.844444444,0.666666667,0.64516129,0.56,0.904761905,0.65,0.714285714,0.466666667,0.791666667,0.684210526,0.588235294,0.7,24.22474617,12.55570672,17.77837916,7.390784878,4.579047957,5.670455737,8.30742747,4.052034097,1.269534833,3.632560314,1.930511684,1.002333725,13.50181618,14.32908901,6.891915254,9.863645638,16.63265193,7.793510247,0.320871722,0.698067307,7.350706175,4.626255608,1.568718611,3.14847644,1.703010507,0,5.882354279,4.131475084,17.26072734,6.789676632,7.825093535,0.286935633,3.959354769,6.391259384,3.712409572,2.870681263,0.04012033,-0.164592016,0.650316764,1.002333725,13.60124789,8.040201773,7.338201608,3.246332027,4.072139242,2.927021568,4.409226395,2.036140159,6.512316164,2.057125472,-0.226040231,3.186485183,-0.784512062,0,2.701416418,13.49503535,18.25210652,2.349935151,7.373502912,1.014705173,0.95911796,2.666969773,1.194199403,-0.543330696,1.622642269,1.690645943,2.683825509,0,2.191606669,6.675749659
27,0.705202312,0.756756757,0.742857143,0.881355932,0.56,0.689655172,0.8125,0.838709677,0.7,0.588235294,0.684210526,0.928571429,0.466666667,0.833333333,19.37950804,13.17817521,15.84699544,7.004776847,6.852678106,4.284037065,8.187827009,3.814998639,0.422141023,5.930679094,1.525161985,0.01157035,8.411883919,14.18382128,9.171092824,11.91542418,15.46106284,7.925705764,2.559342197,0.307752021,7.299309133,-0.317792483,-1.158144486,5.200208578,0.696742762,1.738337384,6.446984214,7.692433329,10.30740016,6.542277188,8.772678894,-1.352110019,2.955385873,3.213485532,2.144874936,3.520016889,-0.024185793,2.647607692,-1.105688012,0,5.401670505,3.039487366,9.781928055,1.362701975,4.071379662,2.222095878,6.205539218,2.477277368,5.434534642,2.117670406,1.713565992,2.800010696,0.85916866,-1.408792459,3.077486865,16.27696639,15.51808779,0.361450709,5.983352674,0.383865355,1.058068196,0.916483908,2.013700391,2.079066319,1.139697912,1.258095405,2.692441296,-1.002333725,1.231547545,5.174601414
28,0.681564246,0.735294118,0.764705882,0.80952381,0.666666667,0.666666667,0.722222222,0.772727273,0.846153846,0.6,0.8125,0.85,0.55,0.75,17.96349849,11.14195416,18.16276824,3.814002819,4.704692991,5.279945763,7.009111131,1.045737264,-0.667469555,5.322805462,3.67400266,0.412635541,11.1265908,11.75566859,3.598590843,9.618837988,15.44165697,4.724936074,0.496774095,2.357133402,6.355499084,3.276508177,-0.510091491,5.238832915,0.269785414,-1.002333725,4.196162669,4.938881091,12.14868428,6.754841982,13.51095515,-1.595292179,1.143263738,4.430338159,4.414892496,0.099322722,-0.53320236,-0.548007291,1.97563479,0.12108885,12.33233952,5.389318851,2.161955978,1.950382589,1.341093873,2.214584525,2.860776376,0.184316755,4.701813893,0.668032316,1.002333725,3.040610222,2.162713897,-1.419214283,2.383891786,9.423590263,16.31798414,2.510386861,7.562953834,2.132347704,4.311239614,1.680642336,1.250617356,-1.244470949,-0.343091052,1.676812923,2.608841336,1.990984015,1.888955128,5.246397784
29,0.72,0.680555556,0.727272727,0.666666667,0.689655172,0.615384615,0.842105263,0.625,0.625,0.615384615,0.64,0.714285714,0.769230769,0.615384615,19.46238706,10.49685101,15.85461044,0.421884835,3.17125087,4.819516503,10.98484463,1.996923917,-1.747156353,2.455381959,3.554921142,1.364388,17.11787058,15.41781057,5.77669803,8.186859856,11.79634631,3.740233644,-0.550555968,1.458370132,9.394192519,1.930773698,0.115319341,3.475178953,1.554952972,0,6.367452749,5.412101795,14.55567943,9.040061946,13.28824372,-0.210216344,3.112936452,5.000501206,6.136688189,2.189513226,-2.384176919,1.148531187,1.040748158,1.667116455,15.58928046,7.80206139,4.397686696,0.42427046,6.102198544,-2.462563045,2.813680326,-1.160132913,6.867528147,1.078769602,1.41948393,-0.20999646,2.476964207,-0.763881938,5.782931297,16.05942452,14.4842837,3.524922883,8.034587087,-2.137887693,0.038286881,2.919556618,7.146262919,-0.213610984,-0.917196155,-0.57431105,3.267481906,0.170411052,2.452973918,4.181089651
30,0.715909091,0.732394366,0.764705882,0.79245283,0.692307692,0.620689655,0.928571429,0.777777778,0.642857143,0.5625,0.65,0.807692308,0.75,0.692307692,20.94172078,13.68715477,16.50825502,10.38533788,3.643990931,4.164212788,10.09323885,4.828321861,-2.156804753,4.938310876,2.817943064,0.265973397,12.13386785,16.40888034,8.747539426,9.682186698,12.42848168,10.89620954,2.347160306,2.93088628,9.140607155,2.581451418,-0.544554998,4.301445792,2.665947817,0,6.065539373,5.629287215,13.7644959,10.29516322,10.08211151,-0.586709109,1.733335378,3.741927689,5.521189816,2.471340456,-1.417451693,0.84586644,-1.911003817,0.877906616,9.77901677,8.203099379,5.881449354,4.472974474,5.515186837,4.147496641,3.216798719,0.735786643,6.974464751,2.432416983,-0.108468197,1.490605867,0.782022214,-1.413225201,6.725511205,15.04843778,18.393178,3.304042035,6.101041552,3.814710591,0.795242365,0.658189359,4.13859168,3.189607957,-1.940464295,2.858462792,2.721135926,0,0.006775959,5.243656382
31,0.700598802,0.7625,0.846153846,0.785714286,0.72,0.592592593,0.916666667,0.733333333,0.9,0.5,0.785714286,0.846153846,0.6,0.727272727,23.04140819,12.9421812,16.25626657,5.738989946,6.608766901,4.823075149,9.312719801,3.508512693,2.126091326,7.103340204,3.535644026,-0.034001495,14.10405101,17.05430374,5.590620362,10.79135954,15.04980991,7.99287169,0.64837315,4.30630423,8.637062443,3.693001911,-0.257427457,6.391386717,2.240954354,1.414948014,7.006126696,5.787664877,18.22813741,8.522286521,8.400953826,-2.043119519,2.80446555,1.908757811,4.030051003,1.242248043,-0.647584914,2.367614257,1.741012711,0.293071195,11.91689343,8.126617241,5.688065,0.994216357,4.553333032,1.849745507,7.181820925,1.547843376,6.955737194,0.497342389,2.307083837,2.868584862,1.595431216,-2.23724283,5.079797226,15.37468043,17.82195465,2.695446272,5.465661252,0.51865424,1.842447301,1.380881435,3.007130758,1.968967252,1.597476257,3.583409059,2.339428438,1.413225201,2.548547814,8.120469655
32,0.714285714,0.683544304,0.72,0.724137931,0.727272727,0.5,0.75,0.6,0.888888889,0.636363636,0.692307692,0.913043478,0.615384615,0.411764706,19.43963979,11.52177998,17.85307955,7.608524491,7.089221765,5.453848788,7.664638742,6.395822181,-0.921953406,3.664599945,3.486722901,-1.521130222,10.60654577,21.26390389,7.32720878,10.19945015,17.79685808,7.803720168,1.33607955,5.055774048,6.966040538,3.895044725,0.146399322,4.22377687,1.378344341,0,7.567792518,6.79130917,12.53197513,6.186645314,9.477460774,0.596775442,6.918295367,3.305028136,0.544211294,2.970257134,-0.870682655,1.102580197,1.808495492,0.031419283,8.324406243,11.26576255,7.72957121,1.324864161,7.063951415,2.669975837,3.966843345,0.686559117,6.830150339,2.229707213,-0.69168413,-0.71689481,2.017026197,-1.803933818,2.676997788,16.74013068,12.40286241,3.044740724,6.016512482,0.578613606,0.636821086,0.480174558,6.239117697,3.608687491,-0.231280173,2.569579446,2.390776823,-0.506725679,-0.921868287,12.09986851
33,0.700564972,0.728571429,0.808510638,0.76,0.7,0.52173913,0.904761905,0.703703704,0.636363636,0.545454545,0.730769231,0.826086957,0.777777778,0.5,21.44205416,14.19508189,15.87789054,7.757164667,6.128555745,7.239896863,10.01428761,0.204511286,-0.539785572,5.552622912,3.000863246,-1.846644786,10.41365142,17.33467958,6.189766809,10.87216409,14.6493427,9.428148078,1.75629907,1.576460006,9.690597536,1.461976583,0.037017311,4.421609888,1.334858504,1.002333725,5.622380828,5.775267356,17.11169333,10.69850159,7.850583017,0.759734047,3.496019114,5.634913157,3.959790664,-0.096083643,0.992103471,-1.060620197,0.782250739,1.13649475,10.23178459,8.511162596,4.193081549,1.214480734,3.144633919,0.124934839,3.979482596,0.968891844,6.543721469,1.254324377,-1.12357926,2.497136623,1.655407834,-2.287809745,2.45210749,17.81374032,16.4414881,6.920814459,6.78334539,2.13355138,2.840608179,6.22074746,1.278417262,-1.67808434,-0.696113228,2.159934009,2.842184502,-1.720987952,1.445881325,7.195423589
34,0.687861272,0.743243243,0.739130435,0.808510638,0.72,0.666666667,0.739130435,0.863636364,0.642857143,0.666666667,0.739130435,0.76,0.818181818,0.666666667,17.38300617,14.36538271,17.16398123,6.605038215,4.979957734,3.319874836,7.615004747,1.628967562,0.193116714,5.161028725,1.763087698,-0.303476704,7.899794934,16.55679377,9.458115666,11.37112321,15.20033227,8.861377797,2.469238551,0.256478411,6.96713547,2.682416955,-0.893215982,4.757858012,0.980406292,1.002333725,3.735114022,6.046413027,8.247065632,12.70733542,9.940161557,-1.119472542,3.668344905,4.777457711,1.888053096,0.614054378,1.974969405,2.443188164,1.082875622,-1.420314034,6.140727774,7.785202693,4.188400028,2.590255906,5.663025445,2.736042592,4.609599452,0.052865631,5.08604918,-0.901348629,-2.201656675,0.641983573,0.809726116,0.442112035,4.552354435,16.90829154,13.63753361,3.89668227,4.35585364,-0.442278687,-0.870982238,-0.056029192,4.682031481,0.142157237,0.835784508,0.960104264,1.418362753,-0.624288012,0.822445608,5.485554134
35,0.75862069,0.671232877,0.697674419,0.754716981,0.615384615,0.5,0.681818182,0.740740741,0.666666667,0.5,0.714285714,0.769230769,0.571428571,0.5,22.67071304,15.85774411,17.6722601,6.157937784,4.968828938,5.948817808,8.250162613,6.162892668,-2.399932192,5.697139536,2.593855154,-1.002333725,12.66314574,19.15863127,8.710114906,13.03264759,15.2894427,6.092069457,0.968141901,0.246423209,7.380697284,4.837425948,-1.919175259,5.719366568,2.138239366,1.002333725,7.278238492,7.580543921,13.85818039,10.46151105,9.605729625,1.919395267,3.338239664,6.252770658,4.069213902,2.161599826,-0.883104531,0.045481122,-0.767895206,0,11.76076367,8.215212832,8.292636536,4.376480636,5.115656257,1.891881251,4.870886765,1.515541094,5.699477554,2.061968094,0.027175754,0.584460472,2.042690768,0,6.234529583,18.3125899,14.91584781,3.306200701,8.081065847,1.803327857,0.674886447,3.590020217,2.572636734,1.97210404,-1.717810138,3.502463517,2.619604371,-1.414948014,2.031638723,9.901467269
36,0.730994152,0.697368421,0.765957447,0.8,0.56,0.533333333,0.782608696,0.714285714,0.636363636,0.571428571,0.75,0.909090909,0.5,0.5,21.6008881,12.78533328,16.14689225,9.585608843,4.768545578,2.755896479,8.70863638,3.260636447,-0.404061373,5.259093697,2.464649524,-0.686878563,11.36944875,15.19641893,7.267961128,11.04599705,16.27745135,10.58828464,2.747499888,1.131464497,7.654577932,4.816752187,-1.962001394,5.05284863,-0.853190686,-0.544289599,6.723039157,4.453502985,12.96049858,7.185219673,7.797618009,-0.314803347,0.887940989,2.03502395,4.115187756,1.350479837,2.362149276,1.986064214,2.29903821,0.874478776,9.626292674,6.213567642,9.021453681,0.782006848,6.522305377,4.389676465,6.658980165,1.291105094,6.369452282,1.864361377,-1.717263146,-1.253818367,1.630477705,-2.067203871,3.451042536,16.26110011,15.71017355,4.131740047,4.181720823,1.678263832,0.086532097,1.098700988,0.571185376,-2.640432711,-0.309852607,2.359743669,0,1.720939664,2.932250266,4.54346561
37,0.728813559,0.7,0.789473684,0.723404255,0.666666667,0.580645161,0.833333333,0.68,1,0.473684211,0.75,0.772727273,0.5,0.75,21.39029207,11.82307535,15.21224732,4.794717983,6.31381239,5.547616246,8.642934789,2.311188794,-1.662297803,4.604153996,3.419985655,0.054769372,11.93985327,14.01495184,10.81260274,10.55059334,13.144809,7.842196135,1.546191697,1.791711826,7.722642556,3.56003099,-0.689996923,4.775793609,0.335401061,1.002333725,6.501945572,5.027476164,14.0938747,4.535522559,8.937935971,-2.889421722,3.621110596,6.097323823,4.264912913,-0.621421587,-2.265197253,-0.305083667,1.301253917,1.40519331,10.11691728,6.276306582,6.202470747,0.312615997,3.748588535,2.161892861,5.932587556,0.729401,6.006785089,1.7024764,1.701450855,2.937347553,2.597864836,-1.726838002,5.589306143,13.96504988,16.39972136,5.15797437,5.652583542,-0.704494255,1.638820538,0.136133559,3.282418757,-0.535802667,0.123937576,1.57127546,2.633683468,0,1.293477273,6.354619862
38,0.7,0.671641791,0.742857143,0.744186047,0.416666667,0.6875,0.684210526,0.761904762,0.625,0.578947368,0.8125,0.727272727,0.3125,0.846153846,21.47191926,14.81943369,16.33915015,8.507632767,3.701237503,3.374656552,8.503339724,2.730859367,0.131032921,4.680736621,4.981815954,0.854701864,11.52059161,13.00022234,7.125764299,12.64136568,13.07506957,8.866738246,1.688131518,1.369182058,6.74413238,4.22114488,-0.124841608,3.525454462,1.29295418,1.002333725,8.811550296,5.430948163,17.18393978,8.968893908,8.409984218,-1.932785821,1.474066799,2.264140488,2.207375978,-0.360503361,0.61205804,0.307912265,1.493773527,0.611711513,10.44823892,5.484842277,7.027105974,1.526214125,3.998935806,4.26208622,3.563529467,2.61318272,6.297960426,3.133487822,-1.408792459,1.611767129,3.315638479,-1.663421159,1.319486076,10.73042069,15.92607773,4.929527718,7.396236909,3.83345221,1.215810029,0.607482365,6.636450913,-1.613269263,0.987565831,3.926894945,4.37154988,1.73739368,1.912881926,7.983597171
39,0.719512195,0.602409639,0.55,0.642857143,0.625,0.578947368,0.733333333,0.529411765,0.714285714,0.55,0.44,0.818181818,0.555555556,0.611111111,21.57329883,10.1197339,18.43239315,6.558417804,4.84080452,8.624553815,11.65769209,1.487527067,0.575794243,3.283560479,3.076841119,0.954572723,15.26885103,12.96434732,5.334405458,8.727848831,15.53409331,9.017071989,2.796464542,4.69219235,8.236898992,1.755848022,-0.306448421,3.824374211,0.034482854,1.002333725,6.561181666,3.068882438,17.5345363,6.384763284,13.45179993,-2.692164232,1.60137843,8.17608707,10.84521315,0.214624816,-0.021197039,-0.092368604,2.985919891,0.896117189,14.58247246,3.67215205,5.783065057,0.323738839,6.946265886,1.322756412,3.602887416,0.490278509,7.004040125,0.777808186,2.461562868,0.577145324,0.439876574,-1.002333725,2.916564835,13.217999,17.63946786,0.436663531,6.475297559,0.953163626,1.319840019,2.348411201,1.98284978,0.033846643,0.007401135,0.628690138,1.002333725,0,2.464789982,7.673909874
40,0.712643678,0.671232877,0.666666667,0.734693878,0.666666667,0.580645161,0.764705882,0.72,0.6,0.5625,0.590909091,0.75,0.75,0.6,19.29212688,10.37056637,16.55809068,4.780358558,4.65365756,4.095831325,11.88143822,3.224907807,1.907235753,4.480839685,2.515182386,-1.98525332,12.99311163,18.99603485,4.786627859,9.858942711,14.25275679,7.772296591,0.274625414,3.448747935,10.10614361,3.992407318,-0.39794614,3.557231934,1.820368548,-1.412066486,6.945086681,5.090332255,15.33370251,4.151980498,6.021738656,-1.84337844,0.755299429,2.28178251,4.519426673,0.054906764,-1.420314034,1.244147416,0.15327629,0,12.83163222,4.584629463,7.817090291,1.606498953,5.513243773,1.281770148,6.851661995,-0.453611212,7.100659164,0.838095263,2.478286256,2.049236106,0.618299054,-1.910789871,5.103561183,19.98785772,14.9300437,3.008457758,6.335155106,-0.917532599,-0.391671163,3.128863704,7.29311028,0.606538966,1.637771486,1.331909852,2.032120713,1.002333725,0.569827313,8.994648896
41,0.72,0.694444444,0.723404255,0.723404255,0.761904762,0.551724138,0.739130435,0.80952381,0.8,0.444444444,0.708333333,0.653846154,0.727272727,0.727272727,22.54098558,9.885381651,18.84536,5.449633854,7.95332971,4.745789576,10.97947039,2.650631431,0.212357707,5.33346704,4.154158383,0.542383061,17.10869254,15.1938754,5.867070461,9.196408677,15.97373267,5.818555883,2.356098863,-1.42871822,10.18036561,2.470743901,-0.825167564,4.093261544,2.578301279,-0.394439798,6.747484501,5.862432752,19.03323835,6.448600735,12.9841337,-0.297219206,3.582378495,5.256099357,7.169660449,2.570870755,-2.082019473,1.366759782,2.0774832,0.913110208,16.81177652,4.885014817,6.787982135,0.815565186,5.835893264,1.493253027,8.361391412,3.208725628,6.458360959,0.891134726,1.320485377,2.643614413,1.596732724,-0.529928498,7.667331322,15.85644339,17.40557287,1.076349273,8.205485975,3.185800634,2.256099353,2.149290595,1.78580821,-0.06641363,2.645165377,1.749800186,1.97043654,0.79944201,1.456273426,6.933553058
42,0.708333333,0.784810127,0.846153846,0.790697674,0.764705882,0.689655172,0.88,0.80952381,0.722222222,0.666666667,0.814814815,0.772727273,0.8125,0.714285714,22.23847033,10.08254951,17.13870212,7.222334369,2.69711451,4.688546977,8.934051732,0.678254669,-0.657745814,4.006901729,2.077903306,-1.945713928,11.6182498,13.99520759,6.734588346,9.423954295,17.0226495,7.176727493,0.205075961,1.882714091,8.150779763,2.309922178,-1.818101293,4.014268007,-0.864349789,-1.420411157,7.788367161,6.033859811,14.25748977,4.3554687,11.09571542,2.165580023,2.063314268,3.895885352,4.361305307,1.45915042,-0.378581594,-1.025806146,1.603676614,-1.42083755,10.63874295,6.935248065,5.418175786,1.127937355,3.148701041,-0.836789767,0.109341531,0.627571154,6.323962301,-0.484464342,0.042746889,0.58939349,-0.10724659,-1.13748913,1.158524695,12.27195725,19.34379734,1.102087397,4.735941577,5.040462986,2.263312164,2.408155409,2.859101793,-2.106141105,-0.22968747,3.839315885,3.590076744,0,2.87014638,4.184448198
43,0.764044944,0.623188406,0.755555556,0.681818182,0.571428571,0.357142857,0.68,0.833333333,0.5,0.357142857,0.85,0.576923077,0.666666667,0.357142857,24.06746299,13.45488192,18.09290698,5.421593017,5.518942202,2.860710298,8.636917481,3.488019974,-1.005028808,6.107049948,4.663653898,-1.887312844,12.75229241,17.64693238,6.959308337,11.36503586,15.56269304,7.607296028,0.556775038,1.450272799,7.717883849,2.491347561,-1.734050766,5.158610881,2.792415256,1.741615496,8.515311821,5.346211789,18.78863439,9.119791946,13.15147314,-1.144259729,2.813738747,3.029314777,1.97260687,0.827093012,-1.524401802,1.189873449,1.036236884,0.598645431,12.13932728,5.919255244,6.137269018,2.743270777,3.119998245,0.554310852,4.935513046,-0.320707731,5.818354279,1.85754812,0.382854169,2.155038162,2.251771139,-3.596710855,3.887644231,17.12438771,18.08382362,5.196670962,6.085592202,0.592599445,2.430079359,0.585024169,5.951933716,0.677647842,0.126378327,3.131066929,3.089902149,1.92639122,2.203592896,7.913179161
44,0.751445087,0.675675676,0.702702703,0.814814815,0.52173913,0.529411765,0.764705882,0.88,0.6,0.409090909,0.65,0.75862069,0.461538462,0.75,23.13353475,13.04461719,19.13852556,5.966724985,4.652368438,2.960299455,8.740183308,1.427058265,-1.426090934,4.971753398,2.072064713,0.739312874,15.10940843,14.35715936,7.148441353,11.72728059,15.2534086,6.30370386,-0.079814247,0.307136544,8.447400517,1.490312815,-0.912183581,5.180952338,3.211667915,1.002333725,8.037900666,5.172164484,15.80104704,6.433153232,10.79206038,1.993730869,1.835490246,3.872301033,1.989881998,1.310093979,-1.440446804,-0.431836037,-0.325291318,0.136228862,11.44240026,3.486878557,5.182084443,1.943645833,6.043896847,2.253384017,5.28492945,1.039438156,6.291418057,0.511964872,-0.061430051,2.684551899,1.07517893,-1.002333725,7.700613341,13.7764374,17.98192403,2.197311491,10.80960003,1.127335877,1.76505497,0.382899149,4.030272775,0.046515115,-0.597185519,2.904470243,2.723029032,0.975883187,3.054357039,7.382943533
45,0.699421965,0.662162162,0.648648649,0.730769231,0.642857143,0.580645161,0.631578947,0.633333333,0.9,0.6,0.666666667,0.863636364,0.5,0.5625,20.13401834,7.546238403,14.68778906,6.07286958,6.082067358,4.475065718,11.19337041,4.665350322,1.050716968,5.796804919,2.980971877,1.468867043,10.65576979,14.49218429,6.432731923,8.044391919,12.84139287,7.843669289,3.157818971,-0.559657682,10.82674826,5.353570126,-1.382212316,4.645810273,3.084053602,1.354048112,5.271039201,5.557514922,15.53275151,4.871186833,8.920032585,1.230005308,1.750473686,6.332901003,6.848073238,5.131474113,0.693024686,2.40479466,0.201148391,-0.038208166,10.83462529,8.474383215,2.774498798,-1.064447653,3.566894372,0.202622736,8.307987922,-1.13789954,6.171122263,-0.555915794,1.960503373,2.065966119,0.674029391,0,4.280420434,12.96840192,13.12905307,-0.133431375,4.350948049,0.151477393,0.133914409,0.842787141,7.205628755,-1.846090505,0.948993522,2.956818601,1.002333725,1.002333725,-0.550913607,4.539782988
46,0.738095238,0.696202532,0.72,0.761904762,0.4,0.666666667,0.818181818,0.705882353,0.428571429,0.625,0.642857143,0.827586207,0.375,0.714285714,16.08946206,11.54507598,15.71700728,8.580170719,10.04450138,6.009338259,10.45001924,4.698683992,-0.140310131,4.092975278,3.076192994,0.780789221,16.24622231,17.00063042,5.957143371,10.71647972,13.26169107,8.704802631,2.135817398,1.567399101,9.221893872,4.256388012,1.490403224,4.422088759,2.444718716,0.985212533,6.359507329,5.052933272,13.19491627,6.240636465,8.669307882,0.06810148,4.395405405,6.750252142,6.082185796,3.337250303,-0.726976576,1.325231474,1.820236231,1.029961256,14.34403041,7.534447139,6.525922186,1.7363337,4.586343701,4.978733311,9.448137699,2.337153669,7.79870946,3.595299709,-1.888067884,0.398692484,-0.099655217,-0.794266169,9.270112361,18.43943468,12.24441259,1.806811932,7.594349544,2.641186564,0.956712475,1.352495987,2.136537865,-2.216756929,1.322059761,0.999003387,1.397709344,0,3.701151444,5.600755336
47,0.670967742,0.75,0.827586207,0.740740741,0.647058824,0.736842105,0.888888889,0.625,0.733333333,0.777777778,0.774193548,0.909090909,0.578947368,0.7,19.1485171,11.58066224,16.09037128,3.597273467,5.299404396,4.647961733,6.519346885,2.664124616,-0.299442881,4.877335596,2.380131239,-0.626318337,14.65236225,14.49624755,5.324935455,10.14601638,13.73143992,6.347173724,-1.333273022,5.53451188,6.106236595,1.610789624,-0.444524047,4.261158924,-0.54633465,0,5.661136566,6.494070328,15.04668706,7.892745162,9.890761048,-1.545454525,5.71216101,0.579358815,2.053854072,0.919372252,-0.490525223,2.881607064,0.9540381,0.098429025,13.02731149,4.065846242,9.003449389,4.274721242,6.256074841,-0.781662995,5.36595721,2.40603789,5.39697858,0.97611536,1.310988268,0.227347502,2.00287075,-1.002333725,5.934136275,14.04466314,11.01340169,1.032876767,5.618745922,1.721906759,0.07011721,1.137403474,0.032804372,1.934646792,-0.165896251,2.177531698,2.408530033,0,2.830247387,6.507896706
48,0.714285714,0.721518987,0.844444444,0.775510204,0.625,0.5625,0.863636364,0.863636364,0.526315789,0.5625,0.826086957,0.703703704,0.769230769,0.5625,17.03290439,11.40871041,12.41754274,2.711940211,4.959396465,6.178557357,11.8819733,4.718230953,-0.044990632,5.636521187,3.942236462,-1.385681725,11.72906444,21.79807141,7.860137845,9.479834795,10.73634929,5.344084821,3.125187951,-0.047263689,11.57201026,4.145415856,-0.785925258,5.03304022,2.820580409,0.49615928,6.835621305,7.799978345,9.656338146,7.705993466,7.52083588,-1.339936345,2.146138755,5.839959431,7.579113738,2.586250431,0.187256341,1.303709404,2.839033028,-1.644198778,10.97711286,13.98040148,5.458879762,1.415365995,6.125645637,-1.677788212,5.060113905,1.720778265,7.46797367,0.408509711,-0.294666658,-0.271221077,0.346789375,0,5.169311242,21.93205093,13.94298255,0.813877918,1.967273968,0.436952393,-0.850364227,2.881584206,6.731135573,2.85745314,1.724422181,4.026844257,2.271853463,0,0.405198836,3.584437937
49,0.686390533,0.756410256,0.8,0.825396825,0.666666667,0.608695652,0.888888889,0.8125,0.666666667,0.538461538,0.727272727,0.838709677,0.666666667,0.7,21.81880539,12.69621111,14.15526503,7.333851075,4.83056145,7.883087692,10.83113742,1.865890299,-0.624377989,4.021422374,4.067567684,-0.434923004,12.16183393,15.30171341,9.455230254,10.05285063,12.87569386,7.612920344,-0.806065232,1.994046645,10.04775541,1.685479607,-1.641640921,3.851376605,2.205419722,-1.002333725,7.806627672,7.204126222,16.88984889,9.042693403,8.977037307,-1.270491023,4.432353027,10.31992105,6.010414669,-0.230843588,0.314249027,0.155551136,0.628172163,1.002333725,10.58530731,6.422473174,3.599536228,-0.385626034,2.398218516,1.819269929,4.078831802,-0.439254019,7.129069281,1.271419797,0.650879567,2.112657685,2.226284952,-1.002333725,3.185841685,13.24314781,15.90547338,2.781164344,5.158183256,2.1274896,1.556419084,3.312916349,3.161743626,1.356895685,-0.536244328,0.865436583,3.356453164,0.048737287,1.343334727,5.947731355
50,0.709876543,0.670588235,0.785714286,0.714285714,0.454545455,0.555555556,0.733333333,0.833333333,0.625,0.434782609,0.846153846,0.625,0.357142857,0.769230769,20.88911067,10.02187003,18.62467007,7.109910545,4.520187767,1.809807237,6.305080417,1.769337785,0.345398624,5.161539322,-1.208911484,0.336586722,12.16929909,14.57892934,5.105851233,8.577629734,18.00700095,8.450310955,0.358905916,0.942931818,6.00181051,2.136563852,0.341633357,3.54082453,0.861281827,1.002333725,5.534672944,5.324317817,13.76847813,4.619611022,7.766973787,-0.732409506,2.183885332,3.122696127,1.159831577,1.234150796,0.058037892,1.41071245,-1.964904973,-0.042835476,10.61688554,7.677783074,9.631922157,1.832853102,6.453550368,1.516290941,5.971042075,0.088522795,5.39519016,2.207483028,-0.20921999,2.87282618,-1.536473957,-0.53148433,2.042560488,15.79139415,16.62329828,4.192060453,9.139941612,3.287686677,0.024824595,-1.019629172,1.379533268,-1.618927462,0.221870654,2.913652304,2.195774721,1.002333725,3.065621787,4.613616179
